month,regional_team,bnf_code,bnf_name,drug,items,quantity
2024-09-01,Y63,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,5,6.0
2024-05-01,Y61,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,2,3.0
2020-02-01,Y61,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,4,4.0
2023-08-01,Y59,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,14,17.0
2022-04-01,Y61,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,4,4.0
2024-02-01,Y60,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,23,29.0
2024-06-01,Y56,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,1,5.0
2023-11-01,Y62,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,5,6.0
2022-08-01,Y60,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,6,7.0
2021-02-01,Y62,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,8,10.0
2021-09-01,Y56,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,2,10.0
2022-05-01,Y60,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,9,9.0
2022-10-01,Y56,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,2,7.0
2025-02-01,Y58,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,1,1.0
2023-03-01,Y58,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,1,2.0
2021-12-01,Y61,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,1,1.0
2024-01-01,Y61,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,9,13.0
2022-12-01,Y62,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,4,4.0
2025-01-01,Y59,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,2,2.0
2023-10-01,Y62,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,5,9.0
2024-02-01,Y61,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,5,6.0
2021-02-01,Y63,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,6,9.0
2021-01-01,Y61,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,1,1.0
2023-01-01,Y56,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,3,12.0
2022-01-01,Y63,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,6,10.0
2020-08-01,Y60,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,8,9.0
2020-06-01,Y58,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,1,3.0
2022-05-01,Y62,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,4,4.0
2020-02-01,Y58,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,1,1.0
2022-06-01,Y63,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,7,12.0
2024-06-01,Y61,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,2,3.0
2020-01-01,Y61,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,3,3.0
2025-02-01,Y63,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,5,6.0
2020-05-01,Y59,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,10,13.0
2023-02-01,Y63,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,8,12.0
2021-12-01,Y56,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,1,5.0
2021-09-01,Y63,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,7,10.0
2024-09-01,Y58,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,4,5.0
2023-01-01,Y62,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,4,4.0
2020-11-01,Y58,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,2,5.0
2021-12-01,Y63,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,7,11.0
2023-06-01,Y60,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,6,6.0
2023-08-01,Y62,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,9,10.0
2020-04-01,Y60,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,7,8.0
2020-03-01,Y60,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,10,12.0
2022-04-01,Y60,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,7,8.0
2023-06-01,Y62,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,12,13.0
2024-11-01,Y59,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,2,3.0
2020-04-01,Y62,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,16,17.0
2020-10-01,Y56,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,1,10.0
2024-11-01,Y58,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,2,3.0
2021-08-01,Y62,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,5,6.0
2024-03-01,Y60,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,15,18.0
2020-03-01,Y61,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,1,1.0
2020-04-01,Y63,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,9,13.0
2024-10-01,Y63,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,8,10.0
2021-06-01,Y60,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,8,9.0
2022-11-01,Y60,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,5,6.0
2024-01-01,Y63,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,17,19.0
2022-07-01,Y62,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,3,3.0
2021-11-01,Y63,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,6,10.0
2024-07-01,Y59,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,2,3.0
2024-10-01,Y60,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,4,4.0
2023-06-01,Y56,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,5,13.0
2023-08-01,Y63,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,13,13.0
2020-09-01,Y58,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,1,2.0
2022-03-01,Y58,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,1,2.0
2020-08-01,Y63,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,7,11.0
2024-08-01,Y61,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,1,1.0
2023-11-01,Y59,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,10,12.0
2024-06-01,Y58,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,3,3.0
2022-11-01,Y56,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,2,7.0
2022-09-01,Y56,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,2,10.0
2021-04-01,Y56,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,1,1.0
2021-01-01,Y60,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,13,18.0
2023-02-01,Y56,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,2,8.0
2023-01-01,Y63,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,5,7.0
2021-08-01,Y56,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,1,5.0
2020-06-01,Y56,0601023Y0BBAAAA,Byetta 5micrograms/0.02ml inj 1.2ml pre-filled pens,Exenatide,3,5.0
2024-09-01,Y61,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,42,188.0
2024-04-01,Y60,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,220,1084.0
2023-03-01,Y61,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,128,560.0
2022-06-01,Y61,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,151,662.0
2022-09-01,Y56,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,784,3576.0
2020-02-01,Y56,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,584,2791.0
2023-08-01,Y58,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,177,794.0
2021-12-01,Y60,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,433,1859.0
2023-09-01,Y58,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,151,701.0
2023-08-01,Y62,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,464,1905.0
2024-12-01,Y59,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,123,613.0
2020-04-01,Y62,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,402,1630.0
2021-10-01,Y61,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,181,764.0
2024-01-01,Y63,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,130,568.0
2023-02-01,Y62,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,394,1610.0
2020-10-01,Y58,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,302,1286.0
2024-12-01,Y56,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,311,1559.0
2022-10-01,Y62,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,460,1871.0
2022-02-01,Y62,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,419,1677.0
2022-12-01,Y59,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,444,2086.0
2020-07-01,Y56,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,607,2819.0
2021-01-01,Y56,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,634,2971.0
2025-02-01,Y59,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,122,597.0
2024-03-01,Y56,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,723,3532.0
2021-08-01,Y61,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,166,716.0
2020-02-01,Y62,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,441,1788.0
2022-08-01,Y56,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,772,3445.0
2024-08-01,Y59,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,185,955.0
2023-03-01,Y63,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,158,674.0
2020-05-01,Y63,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,262,1063.0
2020-01-01,Y61,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,229,953.0
2023-04-01,Y60,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,236,1008.0
2023-11-01,Y59,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,394,1772.0
2024-05-01,Y56,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,757,3789.0
2021-08-01,Y60,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,427,1842.0
2022-05-01,Y59,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,540,2502.0
2023-04-01,Y61,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,126,552.0
2024-06-01,Y62,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,395,1866.0
2023-12-01,Y61,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,105,450.0
2020-10-01,Y59,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,576,2581.0
2024-10-01,Y62,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,210,914.0
2023-11-01,Y63,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,103,428.0
2020-03-01,Y59,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,714,3195.0
2022-06-01,Y58,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,244,1040.0
2020-02-01,Y61,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,200,854.0
2025-02-01,Y62,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,162,676.0
2024-05-01,Y60,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,217,1067.0
2022-03-01,Y63,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,232,973.0
2025-02-01,Y60,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,71,320.0
2024-12-01,Y63,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,35,160.0
2022-10-01,Y58,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,240,1048.0
2022-03-01,Y60,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,368,1576.0
2024-11-01,Y61,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,58,276.0
2020-11-01,Y63,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,303,1239.0
2022-04-01,Y58,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,250,1077.0
2023-05-01,Y63,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,124,512.0
2024-07-01,Y56,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,599,2990.0
2024-06-01,Y58,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,153,758.0
2020-11-01,Y56,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,637,3003.0
2021-04-01,Y59,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,601,2645.0
2021-11-01,Y62,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,467,1898.0
2023-09-01,Y59,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,387,1747.0
2023-10-01,Y58,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,151,685.0
2024-02-01,Y63,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,118,524.0
2022-08-01,Y60,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,309,1329.0
2023-10-01,Y56,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,677,3066.0
2024-07-01,Y63,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,71,308.0
2024-02-01,Y61,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,136,665.0
2023-03-01,Y59,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,443,2048.0
2020-05-01,Y61,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,206,912.0
2021-07-01,Y58,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,255,1074.0
2024-09-01,Y63,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,30,125.0
2025-01-01,Y56,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,308,1520.0
2020-02-01,Y58,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,272,1182.0
2020-09-01,Y60,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,494,2120.0
2023-07-01,Y61,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,130,523.0
2021-08-01,Y63,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,229,932.0
2024-11-01,Y62,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,191,801.0
2025-02-01,Y58,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,38,186.0
2024-05-01,Y61,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,146,725.0
2025-04-01,Y60,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,73,336.0
2025-04-01,Y62,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,163,664.0
2021-02-01,Y61,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,181,771.0
2021-11-01,Y60,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,413,1772.0
2022-09-01,Y61,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,142,603.0
2020-10-01,Y63,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,294,1174.0
2024-10-01,Y61,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,76,373.0
2022-05-01,Y56,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,693,3157.0
2021-07-01,Y62,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,513,2031.0
2023-07-01,Y62,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,499,2026.0
2021-05-01,Y58,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,233,1021.0
2023-01-01,Y61,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,149,656.0
2022-02-01,Y56,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,648,2916.0
2021-10-01,Y62,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,449,1849.0
2023-09-01,Y61,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,111,467.0
2021-10-01,Y58,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,246,1028.0
2020-11-01,Y59,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,572,2616.0
2023-07-01,Y63,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,130,550.0
2023-01-01,Y63,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,151,632.0
2021-09-01,Y62,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,486,1953.0
2021-07-01,Y59,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,627,2801.0
2022-04-01,Y63,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,199,828.0
2020-05-01,Y56,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,560,2631.0
2021-12-01,Y58,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,273,1184.0
2023-04-01,Y62,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,424,1726.0
2022-08-01,Y62,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,505,2044.0
2022-01-01,Y60,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,363,1548.0
2024-07-01,Y62,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,375,1684.0
2023-04-01,Y58,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,193,880.0
2024-03-01,Y60,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,214,1044.0
2024-08-01,Y58,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,58,255.0
2024-01-01,Y56,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,768,3615.0
2021-12-01,Y63,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,230,943.0
2022-12-01,Y61,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,139,596.0
2025-01-01,Y61,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,53,229.0
2023-09-01,Y63,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,115,476.0
2022-11-01,Y63,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,170,718.0
2020-03-01,Y60,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,539,2332.0
2020-12-01,Y60,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,497,2127.0
2025-03-01,Y59,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,122,579.0
2021-10-01,Y59,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,537,2456.0
2023-01-01,Y59,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,441,2084.0
2022-11-01,Y60,0601023AQAAAAAA,Dulaglutide 0.75mg/0.5ml inj pre-filled disposable devices,Dulaglutide,272,1188.0
