month,regional_team,chemical,bnf_name,items,quantity,total_list_size,rate
2024-09-01,Y63,Tirzepatide,Mounjaro KwikPen 15mg/0.6ml inj 2.4ml pre-filled pens,27,31.0,9238877,2.9224331052356254e-06
2024-02-01,Y58,Tirzepatide,Mounjaro KwikPen 2.5mg/0.6ml inj 2.4ml pre-filled pens,2,2.0,6111768,3.2723755221075146e-07
2025-04-01,Y63,Tirzepatide,Tirzepatide 5mg/0.6ml inj 2.4ml pf dispos dev,3368,3689.0,9275991,0.00036308789001627964
2024-03-01,Y60,Tirzepatide,Mounjaro 5mg/0.5ml solution for injection pre-filled pens,39,103.0,11908996,3.274835258992446e-06
2024-02-01,Y62,Tirzepatide,Tirzepatide 2.5mg/0.6ml inj 2.4ml pf dispos dev,4,4.0,7879575,5.076415923447648e-07
2024-02-01,Y61,Tirzepatide,Mounjaro 5mg/0.5ml solution for injection pre-filled pens,1,4.0,7265282,1.3764090643694217e-07
2025-05-01,Y58,Tirzepatide,Mounjaro 5mg/0.5ml solution for injection pre-filled pens,2,2.0,6149182,3.252465124629585e-07
2024-11-01,Y59,Tirzepatide,Tirzepatide 15mg/0.6ml inj 2.4ml pf dispos dev,57,81.0,9869858,5.775159075236949e-06
2024-09-01,Y58,Tirzepatide,Tirzepatide 10mg/0.6ml inj 2.4ml pf dispos dev,131,150.0,6130305,2.13692467177408e-05
2024-04-01,Y56,Tirzepatide,Tirzepatide 5mg/0.5ml inj pre-filled disposable devices,7,25.0,11006217,6.360041783657364e-07
2025-06-01,Y61,Tirzepatide,Tirzepatide 7.5mg/0.6ml inj 2.4ml pf dispos dev,1346,1411.0,7348961,0.00018315514261131607
2025-05-01,Y62,Tirzepatide,Mounjaro KwikPen 7.5mg/0.6ml inj 2.4ml pre-filled pens,3055,3209.0,7973347,0.0003831515171734028
2025-04-01,Y56,Tirzepatide,Mounjaro KwikPen 5mg/0.6ml inj 2.4ml pre-filled pens,4327,5291.0,11124285,0.00038896881911961085
2024-07-01,Y62,Tirzepatide,Tirzepatide 2.5mg/0.6ml inj 2.4ml pf dispos dev,896,1185.0,7919488,0.00011313862714357291
2024-04-01,Y62,Tirzepatide,Tirzepatide 7.5mg/0.6ml inj 2.4ml pf dispos dev,3,6.0,7890348,3.8021136710320003e-07
2024-02-01,Y59,Tirzepatide,Tirzepatide 2.5mg/0.5ml inj pre-filled disposable devices,9,30.0,9794496,9.188834218728559e-07
2024-08-01,Y60,Tirzepatide,Tirzepatide 12.5mg/0.6ml inj 2.4ml pf dispos dev,28,35.0,11957938,2.3415408241788843e-06
2024-10-01,Y58,Tirzepatide,Mounjaro KwikPen 15mg/0.6ml inj 2.4ml pre-filled pens,52,57.0,6138805,8.470703988805639e-06
2024-06-01,Y58,Tirzepatide,Tirzepatide 12.5mg/0.6ml inj 2.4ml pf dispos dev,1,1.0,6124808,1.6327042415043867e-07
2025-03-01,Y63,Tirzepatide,Mounjaro KwikPen 10mg/0.6ml inj 2.4ml pre-filled pens,1227,1299.0,9275864,0.00013227878287133145
2025-03-01,Y61,Tirzepatide,Mounjaro KwikPen 15mg/0.6ml inj 2.4ml pre-filled pens,235,261.0,7341207,3.201108482569692e-05
2025-03-01,Y62,Tirzepatide,Mounjaro KwikPen 12.5mg/0.6ml inj 2.4ml pre-filled pens,242,249.0,7970396,3.0362355898000552e-05
2024-06-01,Y62,Tirzepatide,Mounjaro KwikPen 5mg/0.6ml inj 2.4ml pre-filled pens,1192,1410.0,7913412,0.00015063034756689024
2025-05-01,Y62,Tirzepatide,Tirzepatide 12.5mg/0.6ml inj 2.4ml pf dispos dev,299,315.0,7973347,3.749993572335432e-05
2024-11-01,Y60,Tirzepatide,Mounjaro 5mg/0.5ml solution for injection pre-filled pens,7,13.0,12001351,5.83267667115144e-07
2024-10-01,Y60,Tirzepatide,Tirzepatide 15mg/0.6ml inj 2.4ml pf dispos dev,81,110.0,11986533,6.757583698305423e-06
2024-05-01,Y56,Tirzepatide,Mounjaro KwikPen 7.5mg/0.6ml inj 2.4ml pre-filled pens,24,27.0,11034189,2.175057904119641e-06
2024-12-01,Y59,Tirzepatide,Tirzepatide 5mg/0.6ml inj 2.4ml pf dispos dev,2525,3087.0,9875570,0.0002556814442103089
2024-12-01,Y62,Tirzepatide,Mounjaro KwikPen 2.5mg/0.6ml inj 2.4ml pre-filled pens,2381,2568.0,7963722,0.00029898080319729894
2024-08-01,Y61,Tirzepatide,Mounjaro KwikPen 15mg/0.6ml inj 2.4ml pre-filled pens,11,13.0,7307085,1.5053882635825366e-06
2025-05-01,Y61,Tirzepatide,Tirzepatide 15mg/0.6ml inj 2.4ml pf dispos dev,280,287.0,7345292,3.811965542009766e-05
2024-11-01,Y60,Tirzepatide,Mounjaro KwikPen 5mg/0.6ml inj 2.4ml pre-filled pens,11323,12352.0,12001351,0.0009434771135349679
2024-11-01,Y60,Tirzepatide,Tirzepatide 15mg/0.6ml inj 2.4ml pf dispos dev,124,143.0,12001351,1.033217010318255e-05
2024-12-01,Y60,Tirzepatide,Tirzepatide 15mg/0.6ml inj 2.4ml pf dispos dev,167,198.0,12008375,1.3906960766964723e-05
2025-01-01,Y59,Tirzepatide,Mounjaro KwikPen 7.5mg/0.6ml inj 2.4ml pre-filled pens,2692,3070.0,9878020,0.00027252425081139743
2025-02-01,Y60,Tirzepatide,Tirzepatide 5mg/0.6ml inj 2.4ml pf dispos dev,2244,2596.0,12018023,0.000186719562776673
2024-09-01,Y63,Tirzepatide,Tirzepatide 15mg/0.6ml inj 2.4ml pf dispos dev,14,15.0,9238877,1.5153356841962503e-06
2024-04-01,Y59,Tirzepatide,Tirzepatide 5mg/0.6ml inj 2.4ml pf dispos dev,150,197.0,9805394,1.5297702468661635e-05
2025-02-01,Y59,Tirzepatide,Mounjaro 5mg/0.5ml solution for injection pre-filled pens,1,4.0,9882898,1.0118489536166416e-07
2025-06-01,Y56,Tirzepatide,Mounjaro KwikPen 2.5mg/0.6ml inj 2.4ml pre-filled pens,2341,2674.0,11130730,0.00021031864037668687
2025-05-01,Y61,Tirzepatide,Tirzepatide 5mg/0.6ml inj 2.4ml pf dispos dev,2484,2658.0,7345292,0.0003381758002268664
2024-03-01,Y63,Tirzepatide,Tirzepatide 2.5mg/0.5ml inj pre-filled disposable devices,15,55.0,9213457,1.6280534005856867e-06
2025-05-01,Y60,Tirzepatide,Mounjaro 2.5mg/0.5ml solution for injection pre-filled pens,2,2.0,12021740,1.663652682556768e-07
2024-07-01,Y60,Tirzepatide,Tirzepatide 2.5mg/0.6ml inj 2.4ml pf dispos dev,844,1072.0,11953078,7.060942796491415e-05
2024-07-01,Y56,Tirzepatide,Tirzepatide 15mg/0.6ml inj 2.4ml pf dispos dev,8,16.0,11045722,7.242622981096211e-07
2024-11-01,Y63,Tirzepatide,Mounjaro KwikPen 15mg/0.6ml inj 2.4ml pre-filled pens,62,62.0,9268562,6.689279307836534e-06
2025-02-01,Y61,Tirzepatide,Tirzepatide 7.5mg/0.6ml inj 2.4ml pf dispos dev,734,762.0,7341176,9.99839807682039e-05
2025-04-01,Y58,Tirzepatide,Tirzepatide 2.5mg/0.6ml inj 2.4ml pf dispos dev,1558,1683.0,6149150,0.00025336835172340893
2025-04-01,Y60,Tirzepatide,Mounjaro KwikPen 15mg/0.6ml inj 2.4ml pre-filled pens,790,835.0,12021227,6.571708528588638e-05
2025-04-01,Y59,Tirzepatide,Mounjaro KwikPen 10mg/0.6ml inj 2.4ml pre-filled pens,1941,2231.0,9884038,0.00019637722963023816
2024-05-01,Y63,Tirzepatide,Mounjaro 2.5mg/0.5ml solution for injection pre-filled pens,7,19.0,9225693,7.587505892511272e-07
2024-10-01,Y56,Tirzepatide,Tirzepatide 15mg/0.6ml inj 2.4ml pf dispos dev,44,74.0,11073203,3.973556702608992e-06
2024-12-01,Y61,Tirzepatide,Tirzepatide 7.5mg/0.6ml inj 2.4ml pf dispos dev,594,659.0,7332577,8.100835490714929e-05
2025-02-01,Y62,Tirzepatide,Mounjaro KwikPen 2.5mg/0.6ml inj 2.4ml pre-filled pens,2465,2635.0,7969966,0.00030928613748164047
2024-08-01,Y60,Tirzepatide,Tirzepatide 5mg/0.6ml inj 2.4ml pf dispos dev,1427,1736.0,11957938,0.00011933495557511671
2025-06-01,Y56,Tirzepatide,Mounjaro KwikPen 7.5mg/0.6ml inj 2.4ml pre-filled pens,2116,2476.0,11130730,0.00019010433277961105
2024-02-01,Y58,Tirzepatide,Mounjaro KwikPen 5mg/0.6ml inj 2.4ml pre-filled pens,1,1.0,6111768,1.6361877610537573e-07
2024-07-01,Y63,Tirzepatide,Tirzepatide 15mg/0.6ml inj 2.4ml pf dispos dev,4,11.0,9231835,4.3328330716482695e-07
2024-10-01,Y62,Tirzepatide,Mounjaro KwikPen 7.5mg/0.6ml inj 2.4ml pre-filled pens,964,1052.0,7946789,0.00012130685739862982
2024-10-01,Y62,Tirzepatide,Mounjaro KwikPen 2.5mg/0.6ml inj 2.4ml pre-filled pens,2432,2718.0,7946789,0.00030603555725463455
2024-02-01,Y61,Tirzepatide,Mounjaro 2.5mg/0.5ml solution for injection pre-filled pens,5,14.0,7265282,6.882045321847108e-07
2024-11-01,Y61,Tirzepatide,Mounjaro KwikPen 7.5mg/0.6ml inj 2.4ml pre-filled pens,1185,1315.0,7327234,0.00016172542053386038
2024-12-01,Y58,Tirzepatide,Mounjaro KwikPen 5mg/0.6ml inj 2.4ml pre-filled pens,5295,5751.0,6149594,0.0008610324518984505
2024-12-01,Y61,Tirzepatide,Mounjaro KwikPen 10mg/0.6ml inj 2.4ml pre-filled pens,670,740.0,7332577,9.137306024880475e-05
2024-12-01,Y61,Tirzepatide,Mounjaro KwikPen 15mg/0.6ml inj 2.4ml pre-filled pens,110,117.0,7332577,1.5001547205027646e-05
2024-12-01,Y62,Tirzepatide,Tirzepatide 15mg/0.6ml inj 2.4ml pf dispos dev,81,86.0,7963722,1.0171123502302064e-05
2024-09-01,Y60,Tirzepatide,Mounjaro KwikPen 7.5mg/0.6ml inj 2.4ml pre-filled pens,1464,1616.0,11966601,0.00012234050420833787
2024-09-01,Y56,Tirzepatide,Tirzepatide 5mg/0.6ml inj 2.4ml pf dispos dev,1455,1960.0,11051350,0.00013165812321571573
2024-09-01,Y62,Tirzepatide,Tirzepatide 7.5mg/0.6ml inj 2.4ml pf dispos dev,352,409.0,7930980,4.43829135869716e-05
2025-02-01,Y58,Tirzepatide,Tirzepatide 15mg/0.6ml inj 2.4ml pf dispos dev,128,146.0,6150966,2.080973947831934e-05
2025-03-01,Y61,Tirzepatide,Mounjaro KwikPen 2.5mg/0.6ml inj 2.4ml pre-filled pens,2541,2682.0,7341207,0.00034612836826423775
2024-08-01,Y61,Tirzepatide,Tirzepatide 10mg/0.6ml inj 2.4ml pf dispos dev,89,103.0,7307085,1.2179959587167798e-05
2024-06-01,Y58,Tirzepatide,Mounjaro 2.5mg/0.5ml solution for injection pre-filled pens,5,11.0,6124808,8.163521207521934e-07
2025-04-01,Y63,Tirzepatide,Mounjaro KwikPen 7.5mg/0.6ml inj 2.4ml pre-filled pens,3064,3241.0,9275991,0.0003303151113449765
2024-05-01,Y60,Tirzepatide,Tirzepatide 2.5mg/0.5ml inj pre-filled disposable devices,18,71.0,11935664,1.5080853482470685e-06
2024-07-01,Y62,Tirzepatide,Mounjaro KwikPen 10mg/0.6ml inj 2.4ml pre-filled pens,68,78.0,7919488,8.586413667146158e-06
2025-01-01,Y58,Tirzepatide,Tirzepatide 2.5mg/0.6ml inj 2.4ml pf dispos dev,1430,1513.0,6150482,0.00023250210308720519
2025-05-01,Y62,Tirzepatide,Tirzepatide 2.5mg/0.6ml inj 2.4ml pf dispos dev,1710,1841.0,7973347,0.0002144645153409227
2025-05-01,Y61,Tirzepatide,Mounjaro KwikPen 15mg/0.6ml inj 2.4ml pre-filled pens,426,468.0,7345292,5.7996332889148584e-05
2024-10-01,Y59,Tirzepatide,Tirzepatide 5mg/0.5ml inj pre-filled disposable devices,2,5.0,9857536,2.0289045862982393e-07
2024-06-01,Y58,Tirzepatide,Tirzepatide 2.5mg/0.5ml inj pre-filled disposable devices,1,4.0,6124808,1.6327042415043867e-07
2024-05-01,Y58,Tirzepatide,Mounjaro KwikPen 10mg/0.6ml inj 2.4ml pre-filled pens,3,3.0,6122470,4.899983176724426e-07
2024-10-01,Y60,Tirzepatide,Tirzepatide 10mg/0.6ml inj 2.4ml pf dispos dev,387,486.0,11986533,3.2286233225237024e-05
2024-11-01,Y62,Tirzepatide,Mounjaro KwikPen 5mg/0.6ml inj 2.4ml pre-filled pens,5101,5493.0,7958342,0.0006409626527736556
2024-12-01,Y60,Tirzepatide,Tirzepatide 12.5mg/0.6ml inj 2.4ml pf dispos dev,154,177.0,12008375,1.2824382982709983e-05
2025-01-01,Y61,Tirzepatide,Tirzepatide 12.5mg/0.6ml inj 2.4ml pf dispos dev,118,123.0,7336059,1.608493061465291e-05
2024-06-01,Y63,Tirzepatide,Mounjaro KwikPen 5mg/0.6ml inj 2.4ml pre-filled pens,2379,2622.0,9229501,0.0002577604141328984
2024-06-01,Y61,Tirzepatide,Mounjaro KwikPen 10mg/0.6ml inj 2.4ml pre-filled pens,38,48.0,7292646,5.210728725897294e-06
2024-06-01,Y58,Tirzepatide,Mounjaro KwikPen 10mg/0.6ml inj 2.4ml pre-filled pens,14,15.0,6124808,2.2857859381061415e-06
2024-09-01,Y63,Tirzepatide,Mounjaro 5mg/0.5ml solution for injection pre-filled pens,2,5.0,9238877,2.1647652631375004e-07
2024-03-01,Y62,Tirzepatide,Tirzepatide 2.5mg/0.5ml inj pre-filled disposable devices,19,64.0,7886583,2.4091548900201774e-06
2025-04-01,Y56,Tirzepatide,Tirzepatide 12.5mg/0.6ml inj 2.4ml pf dispos dev,300,348.0,11124285,2.696802536073105e-05
2024-02-01,Y62,Tirzepatide,Mounjaro KwikPen 5mg/0.6ml inj 2.4ml pre-filled pens,1,2.0,7879575,1.269103980861912e-07
2024-11-01,Y56,Tirzepatide,Mounjaro 5mg/0.5ml solution for injection pre-filled pens,1,4.0,11098349,9.010349196984164e-08
2024-05-01,Y56,Tirzepatide,Tirzepatide 5mg/0.6ml inj 2.4ml pf dispos dev,216,314.0,11034189,1.957552113707677e-05
2024-05-01,Y60,Tirzepatide,Mounjaro KwikPen 7.5mg/0.6ml inj 2.4ml pre-filled pens,149,183.0,11935664,1.2483595382711845e-05
2024-11-01,Y56,Tirzepatide,Tirzepatide 10mg/0.6ml inj 2.4ml pf dispos dev,352,466.0,11098349,3.1716429173384256e-05
2024-07-01,Y58,Tirzepatide,Mounjaro 5mg/0.5ml solution for injection pre-filled pens,3,3.0,6126251,4.896959004781228e-07
2025-01-01,Y61,Tirzepatide,Mounjaro KwikPen 7.5mg/0.6ml inj 2.4ml pre-filled pens,1699,1838.0,7336059,0.00023159573825673975
2025-01-01,Y56,Tirzepatide,Mounjaro KwikPen 15mg/0.6ml inj 2.4ml pre-filled pens,150,192.0,11108527,1.3503140425368729e-05
2025-03-01,Y61,Tirzepatide,Tirzepatide 15mg/0.6ml inj 2.4ml pf dispos dev,182,189.0,7341207,2.4791563567135488e-05
2025-03-01,Y62,Tirzepatide,Mounjaro KwikPen 15mg/0.6ml inj 2.4ml pre-filled pens,232,248.0,7970396,2.9107713092298048e-05
2024-09-01,Y56,Tirzepatide,Mounjaro KwikPen 15mg/0.6ml inj 2.4ml pre-filled pens,17,31.0,11051350,1.5382736045822457e-06
2024-04-01,Y58,Tirzepatide,Mounjaro KwikPen 5mg/0.6ml inj 2.4ml pre-filled pens,219,234.0,6116668,3.58038069092519e-05
2024-06-01,Y58,Tirzepatide,Tirzepatide 15mg/0.6ml inj 2.4ml pf dispos dev,1,1.0,6124808,1.6327042415043867e-07
2024-03-01,Y58,Tirzepatide,Mounjaro 5mg/0.5ml solution for injection pre-filled pens,4,10.0,6114464,6.541865321310257e-07
2025-04-01,Y63,Tirzepatide,Mounjaro KwikPen 12.5mg/0.6ml inj 2.4ml pre-filled pens,214,224.0,9275991,2.3070311301509457e-05
2024-05-01,Y61,Tirzepatide,Tirzepatide 7.5mg/0.6ml inj 2.4ml pf dispos dev,23,32.0,7287451,3.156110415013425e-06
2024-09-01,Y60,Tirzepatide,Tirzepatide 5mg/0.5ml inj pre-filled disposable devices,3,9.0,11966601,2.506977545252825e-07
2025-02-01,Y63,Tirzepatide,Tirzepatide 5mg/0.6ml inj 2.4ml pf dispos dev,2684,3071.0,9276815,0.00028932343697702284
2025-02-01,Y60,Tirzepatide,Mounjaro KwikPen 15mg/0.6ml inj 2.4ml pre-filled pens,480,510.0,12018023,3.9940013428165346e-05
2025-03-01,Y62,Tirzepatide,Mounjaro KwikPen 10mg/0.6ml inj 2.4ml pre-filled pens,1217,1265.0,7970396,0.0001526900294539945
2025-03-01,Y59,Tirzepatide,Mounjaro KwikPen 12.5mg/0.6ml inj 2.4ml pre-filled pens,343,404.0,9881533,3.4711213330967976e-05
2024-04-01,Y58,Tirzepatide,Tirzepatide 5mg/0.6ml inj 2.4ml pf dispos dev,263,308.0,6116668,4.2997265831658676e-05
2024-08-01,Y62,Tirzepatide,Tirzepatide 15mg/0.6ml inj 2.4ml pf dispos dev,11,11.0,7925048,1.388004211457142e-06
2025-04-01,Y59,Tirzepatide,Tirzepatide 5mg/0.6ml inj 2.4ml pf dispos dev,3266,3947.0,9884038,0.00033043175269055014
2024-07-01,Y60,Tirzepatide,Tirzepatide 2.5mg/0.5ml inj pre-filled disposable devices,6,18.0,11953078,5.019627580444134e-07
2025-01-01,Y59,Tirzepatide,Tirzepatide 5mg/0.5ml inj pre-filled disposable devices,2,5.0,9878020,2.0246972571426257e-07
2024-02-01,Y63,Tirzepatide,Tirzepatide 5mg/0.5ml inj pre-filled disposable devices,1,4.0,9209831,1.0857962540246396e-07
2024-07-01,Y63,Tirzepatide,Tirzepatide 5mg/0.6ml inj 2.4ml pf dispos dev,1082,1354.0,9231835,0.00011720313458808568
2024-11-01,Y60,Tirzepatide,Mounjaro KwikPen 10mg/0.6ml inj 2.4ml pre-filled pens,1201,1337.0,12001351,0.0001000720668864697
2024-12-01,Y58,Tirzepatide,Mounjaro KwikPen 2.5mg/0.6ml inj 2.4ml pre-filled pens,1590,1688.0,6149594,0.00025855365411114943
2025-02-01,Y58,Tirzepatide,Mounjaro KwikPen 2.5mg/0.6ml inj 2.4ml pre-filled pens,1571,1693.0,6150966,0.000255407036878435
2024-08-01,Y58,Tirzepatide,Mounjaro KwikPen 2.5mg/0.6ml inj 2.4ml pre-filled pens,1626,1726.0,6129073,0.00026529297334197194
2025-06-01,Y62,Tirzepatide,Mounjaro KwikPen 12.5mg/0.6ml inj 2.4ml pre-filled pens,452,467.0,7976439,5.666689107758487e-05
2025-05-01,Y63,Tirzepatide,Tirzepatide 2.5mg/0.6ml inj 2.4ml pf dispos dev,1001,1106.0,9275049,0.00010792395813757966
2025-05-01,Y56,Tirzepatide,Mounjaro KwikPen 7.5mg/0.6ml inj 2.4ml pre-filled pens,1951,2272.0,11122723,0.00017540668773285102
2024-06-01,Y62,Tirzepatide,Mounjaro KwikPen 10mg/0.6ml inj 2.4ml pre-filled pens,29,29.0,7913412,3.664664496174343e-06
2025-04-01,Y60,Tirzepatide,Mounjaro KwikPen 7.5mg/0.6ml inj 2.4ml pre-filled pens,5398,5812.0,12021227,0.00044903902072558816
2024-11-01,Y58,Tirzepatide,Mounjaro 5mg/0.5ml solution for injection pre-filled pens,1,1.0,6145094,1.6273144072328266e-07
2024-03-01,Y61,Tirzepatide,Mounjaro 5mg/0.5ml solution for injection pre-filled pens,7,16.0,7271415,9.626737024361832e-07
2024-04-01,Y61,Tirzepatide,Mounjaro 5mg/0.5ml solution for injection pre-filled pens,15,53.0,7276535,2.061420717415638e-06
2025-02-01,Y61,Tirzepatide,Mounjaro 2.5mg/0.5ml solution for injection pre-filled pens,1,1.0,7341176,1.3621795744986906e-07
2024-07-01,Y60,Tirzepatide,Mounjaro KwikPen 5mg/0.6ml inj 2.4ml pre-filled pens,5466,6079.0,11953078,0.0004572880725784605
2025-01-01,Y61,Tirzepatide,Tirzepatide 7.5mg/0.6ml inj 2.4ml pf dispos dev,739,784.0,7336059,0.0001007352857985466
2025-03-01,Y61,Tirzepatide,Mounjaro KwikPen 12.5mg/0.6ml inj 2.4ml pre-filled pens,270,286.0,7341207,3.677869320399221e-05
2024-06-01,Y60,Tirzepatide,Mounjaro KwikPen 2.5mg/0.6ml inj 2.4ml pre-filled pens,3217,3717.0,11944759,0.0002693231399645652
2025-05-01,Y59,Tirzepatide,Tirzepatide 15mg/0.6ml inj 2.4ml pf dispos dev,245,310.0,9885194,2.4784541406066485e-05
2024-02-01,Y61,Tirzepatide,Mounjaro KwikPen 2.5mg/0.6ml inj 2.4ml pre-filled pens,1,1.0,7265282,1.3764090643694217e-07
2024-04-01,Y60,Tirzepatide,Tirzepatide 7.5mg/0.6ml inj 2.4ml pf dispos dev,12,17.0,11916420,1.007013851475527e-06
2025-01-01,Y61,Tirzepatide,Tirzepatide 5mg/0.5ml inj pre-filled disposable devices,2,8.0,7336059,2.7262594262123575e-07
2024-01-01,Y60,Tirzepatide,Tirzepatide 2.5mg/0.5ml inj pre-filled disposable devices,1,4.0,11881124,8.416712088856239e-08
2024-09-01,Y60,Tirzepatide,Mounjaro KwikPen 12.5mg/0.6ml inj 2.4ml pre-filled pens,116,129.0,11966601,9.693646508310923e-06
2025-01-01,Y60,Tirzepatide,Mounjaro KwikPen 5mg/0.6ml inj 2.4ml pre-filled pens,14044,15291.0,12011183,0.001169243695645966
2025-03-01,Y60,Tirzepatide,Mounjaro KwikPen 10mg/0.6ml inj 2.4ml pre-filled pens,2800,3038.0,12018637,0.00023297150916530717
2025-06-01,Y60,Tirzepatide,Tirzepatide 2.5mg/0.6ml inj 2.4ml pf dispos dev,1283,1444.0,12023842,0.00010670466228681315
2025-04-01,Y61,Tirzepatide,Tirzepatide 12.5mg/0.6ml inj 2.4ml pf dispos dev,164,170.0,7342352,2.2336166939422136e-05
2025-04-01,Y56,Tirzepatide,Mounjaro KwikPen 10mg/0.6ml inj 2.4ml pre-filled pens,1085,1294.0,11124285,9.75343583879773e-05
2024-06-01,Y59,Tirzepatide,Tirzepatide 12.5mg/0.6ml inj 2.4ml pf dispos dev,3,3.0,9824332,3.0536427311292004e-07
2024-07-01,Y63,Tirzepatide,Tirzepatide 2.5mg/0.6ml inj 2.4ml pf dispos dev,676,849.0,9231835,7.322487891085575e-05
2025-01-01,Y59,Tirzepatide,Tirzepatide 12.5mg/0.6ml inj 2.4ml pf dispos dev,120,139.0,9878020,1.2148183542855754e-05
2024-07-01,Y59,Tirzepatide,Tirzepatide 2.5mg/0.5ml inj pre-filled disposable devices,4,13.0,9831554,4.0685328077331414e-07
2024-03-01,Y62,Tirzepatide,Tirzepatide 2.5mg/0.6ml inj 2.4ml pf dispos dev,72,109.0,7886583,9.129429056918566e-06
2025-06-01,Y59,Tirzepatide,Mounjaro KwikPen 10mg/0.6ml inj 2.4ml pre-filled pens,2707,3111.0,9887419,0.0002737822681530944
2025-06-01,Y58,Tirzepatide,Mounjaro KwikPen 10mg/0.6ml inj 2.4ml pre-filled pens,1369,1488.0,6149582,0.00022261675671614753
2025-04-01,Y59,Tirzepatide,Mounjaro KwikPen 2.5mg/0.6ml inj 2.4ml pre-filled pens,4218,4655.0,9884038,0.00042674866284407245
2024-06-01,Y63,Tirzepatide,Tirzepatide 12.5mg/0.6ml inj 2.4ml pf dispos dev,1,1.0,9229501,1.0834821947578747e-07
2024-10-01,Y63,Tirzepatide,Mounjaro KwikPen 7.5mg/0.6ml inj 2.4ml pre-filled pens,921,988.0,9256322,9.949956364957918e-05
2025-01-01,Y58,Tirzepatide,Mounjaro KwikPen 5mg/0.6ml inj 2.4ml pre-filled pens,5649,6135.0,6150482,0.0009184646016360995
2025-01-01,Y56,Tirzepatide,Mounjaro KwikPen 7.5mg/0.6ml inj 2.4ml pre-filled pens,1114,1306.0,11108527,0.00010028332289240509
2025-02-01,Y56,Tirzepatide,Tirzepatide 2.5mg/0.6ml inj 2.4ml pf dispos dev,1484,1849.0,11117003,0.00013348921467413476
2025-02-01,Y58,Tirzepatide,Mounjaro KwikPen 10mg/0.6ml inj 2.4ml pre-filled pens,662,724.0,6150966,0.00010762537136443284
2024-06-01,Y63,Tirzepatide,Tirzepatide 2.5mg/0.6ml inj 2.4ml pf dispos dev,569,790.0,9229501,6.165013688172307e-05
2024-08-01,Y59,Tirzepatide,Tirzepatide 2.5mg/0.6ml inj 2.4ml pf dispos dev,989,1196.0,9839847,0.00010050969288445236
2024-03-01,Y61,Tirzepatide,Tirzepatide 2.5mg/0.6ml inj 2.4ml pf dispos dev,40,90.0,7271415,5.500992585349619e-06
2025-05-01,Y59,Tirzepatide,Mounjaro KwikPen 5mg/0.6ml inj 2.4ml pre-filled pens,14780,17440.0,9885194,0.001495165395843521
2024-05-01,Y59,Tirzepatide,Tirzepatide 5mg/0.5ml inj pre-filled disposable devices,2,8.0,9818041,2.0370662538484e-07
2024-07-01,Y63,Tirzepatide,Tirzepatide 10mg/0.6ml inj 2.4ml pf dispos dev,16,20.0,9231835,1.7331332286593078e-06
2024-09-01,Y60,Tirzepatide,Mounjaro 5mg/0.5ml solution for injection pre-filled pens,9,18.0,11966601,7.520932635758475e-07
2024-04-01,Y62,Tirzepatide,Tirzepatide 5mg/0.5ml inj pre-filled disposable devices,9,30.0,7890348,1.1406341013096e-06
2024-06-01,Y56,Tirzepatide,Tirzepatide 2.5mg/0.5ml inj pre-filled disposable devices,2,8.0,11045840,1.8106364024827447e-07
2024-06-01,Y61,Tirzepatide,Tirzepatide 2.5mg/0.5ml inj pre-filled disposable devices,5,28.0,7292646,6.856222007759598e-07
2025-04-01,Y63,Tirzepatide,Tirzepatide 2.5mg/0.6ml inj 2.4ml pf dispos dev,951,1065.0,9275991,0.00010252273854082006
2025-01-01,Y59,Tirzepatide,Mounjaro 2.5mg/0.5ml solution for injection pre-filled pens,1,4.0,9878020,1.0123486285713128e-07
2024-10-01,Y61,Tirzepatide,Mounjaro KwikPen 10mg/0.6ml inj 2.4ml pre-filled pens,422,453.0,7316007,5.7681738139397626e-05
2024-10-01,Y63,Tirzepatide,Tirzepatide 7.5mg/0.6ml inj 2.4ml pf dispos dev,253,271.0,9256322,2.7332670579091782e-05
2024-05-01,Y60,Tirzepatide,Tirzepatide 5mg/0.6ml inj 2.4ml pf dispos dev,523,736.0,11935664,4.3818257618512046e-05
2024-11-01,Y60,Tirzepatide,Mounjaro KwikPen 15mg/0.6ml inj 2.4ml pre-filled pens,202,234.0,12001351,1.6831438393894153e-05
2024-12-01,Y59,Tirzepatide,Tirzepatide 2.5mg/0.6ml inj 2.4ml pf dispos dev,1164,1358.0,9875570,0.00011786661428150476
2024-07-01,Y62,Tirzepatide,Mounjaro KwikPen 15mg/0.6ml inj 2.4ml pre-filled pens,5,8.0,7919488,6.313539461136881e-07
2025-02-01,Y62,Tirzepatide,Mounjaro KwikPen 10mg/0.6ml inj 2.4ml pre-filled pens,982,1033.0,7969966,0.00012321257079390301
2024-06-01,Y58,Tirzepatide,Mounjaro KwikPen 2.5mg/0.6ml inj 2.4ml pre-filled pens,1535,1630.0,6124808,0.00025062010107092334
2024-06-01,Y61,Tirzepatide,Tirzepatide 2.5mg/0.6ml inj 2.4ml pf dispos dev,460,629.0,7292646,6.30772424713883e-05
2024-06-01,Y56,Tirzepatide,Mounjaro KwikPen 12.5mg/0.6ml inj 2.4ml pre-filled pens,2,2.0,11045840,1.8106364024827447e-07
